text,label,five_folds,ten_folds,train_test_split 
"Da sieht man mal, wie wenig Mauern gegen kriminelle Migranten nutzen; und in einem Privatjet nichtmal ein Travel Ban.  ",1.0,0,0,0
"Die berühmte amerikanische Präzision..... Wie sieht es denn nun mit Sanktionen gegen die USA aus nachdem sie Zivilisten, darunter Kinder, getötet haben? Ist zudem nicht das erste mal das Schäden an der Zivilbevölkerung entstanden sind",0.0,0,0,0
Und ziehen die muslimischen Frauen jetzt als Solidarität ihre Kopftücher ab!???,1.0,0,0,0
"Wieso wieder unter die TOP 5, meiner Meinung nach war es Düsseldorf im Marathon schon von Beginn an bis heute.",0.0,0,0,0
".....""Eine Art Hausordnung von alteingesessen Besetzern soll den Aktivisten-Neulingen dabei den Weg weisen. Der rechtmäßige Waldbesitzer RWE kritisiert die Maßnahmen."" Dieser Staat lässt sich an der Nase herumführen! In diesen ""Rechtsstaat"" kann man kein Vertrauen mehr haben! Bananenrepublik Deutschland, ausgeliefert den Linksterroristen (genannt Aktivisten), herrschenden ausländischen Clans (genannt Migranten) und Teilen der Gesellschaft (genannt LinksGrüne Terroristen)!",1.0,0,0,0
"Aus Unrecht, wie dem illegal und extrem böswillig erstellten Video, kann kein Recht enstehen!  Wir haben es mit einem politischen Attentat, wahrscheinlich aus dem Ausland, zu tun. Wer sowas gut findet, braucht sich nicht zu beklagen, wenn er dereinst selbst in ungünstigen Momenten gefilmt wird.  Wer zu solchen Methoden greift, dem ist noch ganz anderes zuzutrauen!",0.0,0,0,0
"Ich versteht die ganze Aufregung nicht, schiebt man sie ab, kommen sie postwendend wieder zurück, was auch den wenigsten passt. Hier im Knast hat man sie wenigstens halbwgs unter Kontrolle, ist doch auch schon was, oder ? (haha-haha-haha) ",1.0,0,0,0
"Umweltspuren? Für mich ein Witz. Die werden zu Staus führen ohne Ende mit laufendem Motor für die Anwohner. Tag für Tag müssen Tausende von Pendler in die Stadt zur Arbeit. Tausende kommen zum Einkaufen. Und es werden immer mehr Einkaufstempel und Bürogebäude gebaut. Was heisst, noch mehr Zustrom. Profit geht nun mal vor. Die Stadt steht doch jetzt schon vor einem Verkehrskollaps. Die Stadtplanung hat versagt. ",0.0,0,0,0
"Muesste die ""Dame"" mit der Raute auf dem abgebildeten Foto eigentlich nicht verschleiert sein?",1.0,0,0,0
"Diese Trennung werden wohl BEIDE überleben und das Leben geht weiter. Man kann nur hoffen, dass gleiches für die Berichterstattung gilt und diese Trennung bald in Vergessenheit gerät. Vermutlich aber erst. wenn ""Hans"" und ""Franz"" in Amerika heiraten.",0.0,0,0,0
"Dann lasst sie doch bitte unwissend, damit bestimmte Spezies nicht etwas ""Besonderes"" werden, sondern Menschen wie Du und Ich bleiben.",1.0,0,0,0
"Für das, was ein Oberarzt können und leisten muss, sind die genannten € nicht viel.  Überhaupt sind die genannten Jahreseinkommen doch sehr dürftig!",0.0,0,0,0
"Gilt das nur für in Deutschland lebende Kinder oder können unsere ""ausländischen Mitbürger"" wie bei dem Sozialabkommen aus den 50ern mit der Türkei wieder  alle Kinder der Nachbarschaft ihres Heimatortes als eigene ausgeben?",1.0,0,0,0
"der eine schmeißt Reporter aus'm weissen Haus, der andere verdiente Vereinsmitglieder von der Ehrentribüne..   mit Kritik muss man sich halt auseinander setzen können und das erfordert nun mal ein bisschen mehr Intelligenz als einfach nur Bauernschläue...",0.0,0,0,0
Dann haut mal rein. Es warten nur noch ca. 700 Gefährder.,1.0,0,0,0
Wieso dürfen Taxis auf der Umweltspur fahren? Was bitte ist an Taxiverkehr ökologisch? Handelt es sich hierbei nicht um Individualverkehr nur mit Chauffeur? Muss ich mich jetzt von einem Taxi zur Arbeit fahren lassen um pünktlich dort zu sein? ,0.0,0,0,0
Hinter den Mauern sollen die Tunesier mal richtig zulangen. ,1.0,0,0,0
"Aha, wieder einmal so eine Verquickung zwischen Politik und Wirtschaft!",0.0,0,0,0
"Der Satz: ""Mit Globalisierung und Zuwanderung ist auch die religiöse Vielfalt gewachsen"" Als kleine Ergänzung: Asylsuchende von denen sehr wenige einen Pass haben und nicht wirklich Asylsuchende sind, brachten religiöse Vielfalt mit. Wobei man hier auch gerne mal benennen kann zu welcher Religionsgemeinde die Asylberechtigten und nicht berechtigten (sich dennoch hier aufhaltenden) angehören. Ist der Anteil der dem Islam zugehörigen dominierend dann zerstört das doch auch die religiöse Vielfalt.",1.0,0,0,0
nur gemeinsam ...... abriss der würfel kritisch .......schönhals ----woolworth .......untere allee ........quasselquassellaberrabarber .   die strasse ist tot .  und schon lange beerdigt .  der ob weiss das .  und bequasselt die  paar erschienenen bürger weiter mit unwahrheiten  .  ,0.0,0,0,0
"""""""deutsch-afghanische Staatsangehörige""""""  Sicher nur ein EINZELFALL!?  Naivität, falsche Toleranz und ein erheblich hohes Maß an mangelnder Weitsicht in Politik und Gesellschaft sind mittlerweile standardisierte Begriffe in der BRD „zum Wohle des deutschen Volkes“  Quo vadis BRD?",1.0,0,0,0
Unnerstall,0.0,0,0,0
"Da Rheydt von nicht geringer Zahl von Migranten bevölkert werden, sollten die Lautsprecheransagen der Polizei und Feuerwehr in allen erdenklichen Sprachen durchgeführt werden. Wieviel Prozent haben die sinnvolle NINA App? Wohl weniger als 5%. Sinnvoller wäre, den betroffenen Gebieten den Strom abzustellen. Dann kämen sicher alle vor die Tür, weil TV und Computer nicht mehr versorgt werden.  ",1.0,0,0,0
"Die Idee von CDU-Politiker Rolf Tups halte ich für eine Schnapsidee. Eine Schiffsverbindung zwischen Köln und Duisburg wäre zwar sicherlich nett für Sonntagsausflüge, aber viel zu langsam für berufliche Pendler. Viel Lärm um nichts!   Es hilft nichts: Um die tägliche Blechlawine zu reduzieren, muss der vorhandene Nahverkehr ausgebaut und attraktiver werden, die Preise müssen sinken (siehe Wien). Der Autoverkehr muss (noch) teurer werden, sonst setzt kein Denkprozess ein.",0.0,0,0,0
"""Er nannte die Missbrauchsfälle in der katholischen Kirche als einen Grund für die Entwicklung."" - Der wahre Grund dürfte der steigende Anteil der moslemischen Bevölkerung sein. Die ""Missbrauchsfälle"" sorgen da eher noch für ein akzeptables Ergebnis.",1.0,0,0,0
"Aldi steigert seit Monaten auch durch Sein Parkplatz-Management Seine Kundenfreundlichkeit. Wer ohne Parkscheibe von den Kontrollettis angetroffen wird zahlt 30,- Euro Für mich ein Ganz Klarer Grund diese Handelskette zu vergessen.",0.0,0,0,0
"Wie bekloppt müssen wir Deutschen noch werden, um zu begreifen, dass uns diese Asylanten verarsch...... Es muss endlich Schluss seinen mit diesem Nachsicht gegenüber der sogenannten Asylanten!!!! ",1.0,0,0,0
"Ich würde mal so vermuten, das es sich um militante Klimaschützer handelt. Denn Viehhaltung ist angeblich nicht gut für das Klima. So fängt es an und endet wie in Mogadischu, mit allem was dazwischen war.",0.0,0,0,0
"Der Islam gehört nicht zu Deutschland....wer hierhin einsiedelt sollte Wissen das wir die christlichen Werte schätzen, einfach trotzdem sein Ding durchzudrücken ist schon frech und unverschämt. Wieso dann ernsthaft Gutheisser aus der Abteilung Gutmensch die schleichende Islamisierung kleinreden ist eine Tragödie für  Deutschland. Das wird sich bitter rächen....mir wird als Vater  Angst und Bange obwohl ich die massiven Begleitprobleme schon aus dem Schulalltag kenne.",1.0,0,0,0
"""Bundesliga-Profis müssen jetzt jährlich zum Hirntest""  Hoffentlich wird angemessen gewürdigt, dass ich mir alle Witze verkneife, die mir zu dieser Überschrift einfielen...;) ",0.0,0,0,0
Der Belgier trug nicht zufällig einen Rauschebart?,1.0,0,0,0
Klasse Wahlwerbung für die Alternative hier im Westen.  Der Osten ist uns da schon mehrere Schritte voraus.,0.0,0,0,0
Wer sich hier nicht wohl fühlt kann doch wieder gehen. In Deutschland wird keiner eingesperrt wenn er unser Land verlassen will. Je schneller um so besser,1.0,0,0,0
Dazu muss man nichts hinzufügen. Das sagt alles. ,0.0,0,0,0
"„Der höchste Berg in Deutschland ist die Zugspitze, der längste Fluss der Rhein, der größte See der Bodensee und die größte Stadt Berlin“.  Ja, das ist altersgemäßes Wissen in der Grundschule. Aber bitte nicht die Themen Juden und Romaverfolgung, wie in einem anderen Artikel gefordert wird!",1.0,0,0,0
"Das einzig wirklich peinliche ist, wie die Altparteien und viele Medien verzweifelt versuchen der AFD etwas anzuhängen. Meist lösen sich die Vorwürfe in Luft auf, aber es wird immer weiter gemacht, nach dem Motto, wird schon etwas hängen bleiben. Erstens nervt das und zweitens fragt man sich, warum diese Panik? ",0.0,0,0,0
Der Staat verfolgt seine Ureinwohner und schützt kriminelle Migranten. Wer es sagt ist rääääächts und Naaaaazi!!!,1.0,0,0,0
"Die Meldung, dass die Nikolausfahrten stattfinden, ist eine Falschmeldung. Die Nikolausfahrten finden definitiv in 2018 nicht statt!",0.0,0,0,0
"""Anti-Abschiebe-Industrie"" ist das Unwort des Jahres 2018. Das ist kein Unwort des Jahres sondern nichts weiter als eine zutreffende Bezeichnung für Diejenigen, die versuchen mit allen Mitteln zu verhindern, dass kriminelle Asylbetrüger, Sozialschmarotzer, islamistische Gefährder und ganz einfach illegal Eingereiste außer Deutschland entfernt werden.",1.0,0,0,0
"Fliesst endlich mal 0,0x% der Steuern in die richtige Richtung ausnahmsweise. Nicht auf die Privatkonten Einzelner zwecks Finanzierung von Luxus und Wohlstand sondern in die Allgemeinheit, wohin eigentlich 90% des Steueraufkommens fliessen soll.",0.0,0,0,0
"Nach den Erfahrungen, den wir mit Asylanten gemacht haben, ist jeder Antrag zuviel. Die Meisten sind keine Asylanten sondern - wollen nur Geld abkochen.",1.0,0,0,0
"Na, da läuft doch bestimmt ein Versorgungsschiff nebenher, denn wo sollen auf einer Rennyacht, die schon mit 4 Personen besetzt ist, noch Lebensmittel und Trinkwasser für 14 Tage verstaut werden?!?",0.0,0,0,0
"Ganz ehrlich, das ist falsche Rücksichtnahme und schafft Begehrlichkeiten. Wenn die Muslima mit christlichen Werten und der deutschen Kultur nicht klarkommen, da kann sich nicht die Mehrheit integrieren. Bei Discoutern werden christliche Symbole wegretuschiert, in Kindergärten wird religiöse Gehirnwäsche betrieben ... wie auch in den Schulen. Deutsche Kultur, Werte sind inzwischen Tabus und christliche Glaubensträger missionieren für den Islam.",1.0,0,0,0
Aufklärung anno 21. Jahrhundert ,0.0,0,0,0
"Warum soll das hier anders sein, als in vielen anderen Ländern auch. Das schöne Leben und Geld lockt sicher einige. Zumal wohl zunehmend mehr Anwärter einen Muslimischen Hintergrund haben. Dazu kommt in Berlin sicher eine Einstellung der gefühlt, immerwährenden lins grünen Regierung. Umsonst wachsen die Clans nicht und wenn es um Straftaten geht, ist Berlin oft dabei.",1.0,0,0,0
Selten so gelacht! Die russische Wikipedski steht uns bevor.,0.0,0,0,0
Eine Flüchtlingssteuer einführen wollen damit diese Gäste gut versorgt werden.Im Gegenzug werden hilflose deutsche Bürger in Unterkünften auf Campingplätzen abgeschoben.Wer sind die wahren Kriminellen in diesem Land?Pfui NRW!!,1.0,0,0,0
"Zuerst war es die Trennung von Raucher und Nichtraucher, dann das totale Rauchverbot, jetzt der zu warme Sommer. Was kommt als nächstes?  Könnte es aber vielleicht sein, dass sich die Gastronomie- und Kneipengängergesellschaft geändert hat? Sich kein Betrieb drauf eingestellt hat und die Schuldigen jetzt bei den Gästen sucht? Warten wir mal 10 weitere Jahre ab, mal sehen wer dann was ""Schuld"" ist.  ",0.0,0,0,0
"Sehr wahrscheinlich kannte der Papst diesen kleinen Ostzonen Anwalt vor diesem Treffen überhaupt nicht. Insofern bestätigt die Twitter-Meldung, was Gysi tatsächlich ist: Ein aufgeblasener Möchtegern.",1.0,0,0,0
"Wie schön das Afrika beim Internet gefördert werden soll, AAAABER ich will auch schnelles Internet, ich hab noch nicht mal vernünftigen Handyempfang. ",0.0,0,0,0
Und müssen die Besucher im Freibad vor der Vielfältigen Bereicherung dann mit Sicherheitskräften geschützt werden? Viel Spaß! ,1.0,0,0,0
"Das etablierte BRD Politsystem ist ein  ""Schrecken ohne Ende""  gleich wo es sich zeigt, handelt oder verdeckt agiert und dies nicht nur innerhalb des Landes sondern auch auf dem ganzen Kontinent.  Die Demokratie wird weiter entmachtet, F-Lachkräfte akkreditiert und die nicht zum Wohle dieser Nation.  Wie lange muss man dies noch ertragen?  ",0.0,0,0,0
Diese Komikerin darf auch gerne im Irak in Zukunft auftreten wenn es ihr hier nicht lustig genug zu geht.  Sicherlich hat sie auch für dort ein paar Kalauer-Raketen im Angebot.,1.0,0,0,0
"Solche Vorschläge können auch nur von Figuren kommen, die nicht auf den Euro schauen müssen ...",0.0,0,0,0
... und warum sind diese arabischen Großfamilien noch in Deutschland? Gehören sie zur EU? Nein! Haben Sie einen Flüchtlingsstatus? Nein! Also raus aus Deutschland!!!,1.0,0,0,0
"So schrecklich ein solcher Unfall ist, wer sich in Gefahr begibt kann dabei umkommen. Das wissen auch die Personen. Die ständigen Erpressungsversuche der Grünen und des IOM sind einfach unsäglich. ",0.0,0,0,0
Sinnvoll wäre es keine Moscheen in Deutschland zu errichten! ,1.0,0,0,0
"Als Außenstehender vermag ich die Einschätzung, dass die Übernahme von Monsanto die richtige Entscheidung war, nicht zu bewerten. Im Nachhinein ist man immer klüger. Allerdings stand Glyphosat meines Wissens schon vor der Übernahme bei Gesundheits- und Umweltexperten in der Kritik. Ich hätte den Ausgang der ersten Klage abgewartet. Gerade, weil die in Rede stehenden hohen Entschädigungssummen in den USA allen Wirtschaftsbeteiligten bekannt sein müssten, also auch Herrn Werner Baumann. ",0.0,0,0,0
"Das ganze Ausmaß dieser Fehlentscheidung wird langsam deutlich! Kaum einer dieser Armutsflüchtlinge wird dem Arbeitsmarkt mittelfristig zur Verfügung stehen!  Zuwanderubg in Sozialkassen, nennt man das! ",1.0,0,0,0
"In Deutschland ist Geheimnisverrat durch ""Informanten"" strafbar und wird mit Gefängnis bestraft. Zu Recht.",0.0,0,0,0
"Ach so.."" „Gegen die Verallgemeinerung sind wir quasi machtlos.“ Wenn es aber heissen würde ""All Muslim are bastards"" wäre man wahrscheinlich nicht machtlos! Bei ""All Nazis are bastards""  wäre man dann wieder machtlos! ",1.0,0,0,0
Wo liegt eigentlich dieses Mallorca?,0.0,0,0,0
Och warum denn nicht? Konzentriert msn sich lieber auf Rechtsradikalismus? Und lässt die AKP und Islamisten sich hier schon in ihrer Parallelgesellschaften breit machen?   Es ist ein Trauerspiel was dieser Rechtstaat noch darstellt.,1.0,0,0,0
"So eine ausführliche Recherche wie bei diesem Nicht-Thema würde ich mir bei vielen anderen Themen auch wünschen...  Und damit meine ich nicht Artikel über den Bachelor, das Dschungelcamp oder frauensuchende Bauern.",0.0,0,0,0
Ich finde Deutschland sollte sich umbenennen: in Muslimische Republik Deutschland (MRD). Das wäre politisch nur korrekt! ,1.0,0,0,0
"Die Bundesregierung tut doch genau das, was die Wähler wollen: Ständig über Klimaschutz reden aber nichts tun, was weh tun könnte.   Das ist auch das Erfolgsrezept der Grünen: Sie versprechen ihren Wählern, dass sie die Welt retten können, indem sie ab und zu die Kreditkarte zücken. Ein bisschen Strafsteuer für den SUV beruhigt das Gewissen, aber wer geht schon zu Fuß zum Bioladen? ",0.0,0,0,0
"Diese Klientel (nein, ich meine nicht Fußballfans!) ist bekannt dafür, dass sie für sich zwar immer gerne und laut Respekt einfordert. Respekt für ihr Gastland dagegen wird kaum gezeigt. Dafür gibt es im Duden ein Wort: Schmarotzer! Man muss über härtere Strafen nachdenken, das darf kein Tabu mehr sein!",1.0,0,0,0
"Mir fehlt auch die Berücksichtigung der Opfer. Ja  es sind Jugendliche, trotzdem ist eine Strafmündigkeit für solche Delikte unabdingbar. Wer alt genug ist ein Mädchen zu vergewaltigen, ist auch alt genug, dafür bestraft zu werden. ",0.0,0,0,0
"Debile Grüne.... und die soll man wählen? Keine gute Wahl.  Wenn es nach den Grünen geht, wird Deutschland in Zukunft noch weiter überschwemmt von Flüchtlingen.",1.0,0,0,0
"Warum haben Sie diesen Blödsinn von mir veröffentlicht?""Trump ist super. Ich liebe ihn. Das ist ein toller Typ. Hoffentlich kriegt er eine zweite Amtszeit. Der macht super Sachen. Der ist sehr sympathisch. Der ist gut. Der macht alles für uns. Hoffentlich wissen die Leute das. Der kann auch mit Geld umgehen...."" Wie kann man so etwas zeigen?  und kritische Töne nicht? Trump ist ein menschliches NO-GO...",0.0,0,0,0
Es hat schon jemand gepostet. Es wird zum Buergerkrieg kommen ! Deutsche gegen illegalen .....!  ,1.0,0,0,0
"Lasst die Frauen in Ruhe feiern. Wen der Ablick stört, soll einfach wegsehen!",0.0,0,0,0
"Ich denke auch, die Gewalt geht hauptsächlich von Meiers und Müllers aus. Das liegt zum einen daran, dass M&M den Großteil der Bevölkerung stellen und zum anderen an der Dekadenz und Sattheit derselben. Währen Menschen mit Migrationshintergrund eher dankbar für die Möglichkeiten in Deutschland sind,  produzieren die sogenannten Autochthonen nichts als Stress und Ärger. Siehe auch Hooligans.",1.0,0,0,0
"Auch wenn dieser Youtuber Rezo so tut als hätte er die Weisheit mit Löffeln gefressen, in einem Punkt irrt er aber ganz gewaltig. Die Blätter der Bäume geben kein COs ab! Bäume verwandeln CO2 in Sauerstoff und Glykose zum eigenen Wachstum.   In anderen Bereichen hat er allerdings absolut Recht und man kann ihm nur zustimmen, insbesondere im Hinblick auf die CDU und ihrer Ausrichtung hauptsächlich auf vermögende Menschen.",0.0,0,0,0
"Coole Sache...und viel billiger als ""Nachwuchs aus Syrien, Afganistan oder Nord-Afrika""!!!!!!!",1.0,0,0,0
Die Fällung von kranken Bäumen ist sicherlich unumgänglich. Allerdings vermisse ich eine adäquate Aufforstung durch die verantwortlichen Stellen. Wir haben in den letzten Jahren einige Bäume in der Stadt durch Sturmereignisse und Krankheiten verloren und die Aufforstung ist mangelhaft. ,0.0,0,0,0
"Hoffentlich sind bei dem Dialog dann auch Muslime dabei, steht die Zunahme von Antisemitischen Übergriffen doch auch mit der Zunahme von Muslimen in diesem Land in Zusammenhang ",1.0,0,0,0
"Ja, warum nicht noch 30 Jahre warten... ...wird schon noch so lange gut gehen.  Einige Politiker kommen mir vor die Zocker beim Black Jack, 20 auf dem Tisch aber noch eine weitere Karte wollen.  Nichts gegen ein CO2-Steuer: aber wenn dafür wieder nur Ablaßhandel über Zertifikate getrieben wird, bringt's auch nichts. ",0.0,0,0,0
Ist ja schon fast normal in der unteren Liga......und immer sind Spieler/Zuschauer mit Migrationshintergrund beteiligt! Die können einfach nicht verlieren...geht halt gegen die Ehre!,1.0,0,0,0
"Ja, Rücksichtnahme! Schauen Sie doch mal, wie das Gelände hinterlassen wurde. Ein Blick oder ein Klick genügt. Wen interessiert schon Weeze? Unglaublich toll war's wieder!  Den Schulbuchverlag-Pädagogen-Vergleich würde ich nicht im Ansatz so ziehen, aber jeder hat da einen anderen Blickwinkel, gell?",0.0,0,0,0
"Das Problem gäbe es gar nicht, wenn man nicht die Zuwanderung bestimmter Bevölkerungsgruppen in völliger Naivität zugelassen hätte. Der Islamunterricht unter Beteiligung islamischer Verbände wird lediglich für die Verbreitung fundamentalistischer Ansichten genutzt werden. Und: Das zahlt auch noch der Steuerzahler.",1.0,0,0,0
Die haben zuerst in Düsseldorf bei den Hausbrauereien angefragt und wurden dann an die Kölner Kollegen  verwiesen ;-) ,0.0,0,0,0
"Endlich mal einer der auf die Bremse drückt und Rückgrat gegen das radikale, ""ethisch-moralische Gutmenschentum zeigt. tAls ob wir nicht schon genug Dealer in unseren Parks und um die Bahnhöfe hätten. Unsere Wolkenkuckucksland-Politiker  halten sich da nur ein wenig zurück, weil sie den wirklichen Tenor, der im Lande herrscht, genau kennen.  Feige, sind sie heimlich über diese Salvini Aktion genause erfreut und erleichtert  wie damals über Orban, als der damals die Balkan-Route schloss. ",1.0,0,0,0
"51.650 € wo ist der Mengenrabatt  42.000 €  ist genug  für die Kiste Die Verbrecher haben 400 PS  AUDIS A8 und AMG 6,3 Liter Mercedes  Der Ford Trecker reicht da nicht !",0.0,0,0,0
"Na bitte - wir haben ja soviel qualifiziertes Personal bei der Bundeswehr - und auch bei der Polizei, daß wir es uns erlauben können, Leute mit mißliebigen Meinungen ""zu entsorgen"". Dafür bekommen wir mehr Quantität - besonders aus dem Bereich des Islams. Berlin läßt grüßen. Ein befreundeter Polizist klagt ständig, was da an Nachwuchs angeboten wird. Aber anscheinend sind solche Leute beim Alt-Politiker-Parteienschrott begehrter als ""rechtsradikales"" qualifiziertes Personal",1.0,0,0,0
Nur knapp 300 Linke und ein paar übriggebliebene Realitätsverweigerer waren gekommen. Werden immer weniger.  Schwein gehabt.,0.0,0,0,0
Wir schaffen das -mit entsprechender Abschiebung. ,1.0,0,0,0
"Werden oder können diese Spenden abgesetzt werden oder irgendwie gegen Gewinne gerechnet werden,wenn das so ist dann sollte man das schnellstens vergessen denn wenn diese Spenden gegen Gewinne gerechnet werden bezahlen doch alle Steuerzahler mit ",0.0,0,0,0
"""Der Adler fliegt alleine Der Raabe scharenweise Gesellschaft braucht der Narr und Einsamkeit der Weise""  oder ""ein Mensch ist in dem Maße gesellig wie er geistig arm ist,und die geselligsten aller Menschen sollen die Neger sein""  ",1.0,0,0,0
"Na ja wenigstens, sind Verkleidung als Stalin oder Walter Ulbricht von den dem Verbot nicht betroffen! Erleichterung ",0.0,0,0,0
"Wir haben schon mehr als genug Türken die bei uns leben, ",1.0,0,0,0
Dann fliegen wir halt nicht ...,0.0,0,0,0
"Unser Sozialsystem ist so gut, dass die Nutzniesser davon hier leistunglos ALL INN leben können und dazu noch so viel Kohle bekommen, daß sie Milliarden(!) in ihre Heimat schicken können um dort ganze Dörfer zu unterstützen. Und Kriegsflüchtlinge fahren sogar mit Genehmigung der Behörden  in ihre kriegsgeschüttelte Heimt in Urlaub um sich vor Ort zu vergewissern, dass es ihren Lieben durch ihre Transfers auch an nichts fehlt. Mehr kann man nicht verlangen !",1.0,0,0,0
"In dem Bericht kann ich nicht erkennen was die Gasanlage mit dem Unfall zu tun hat. Außer, um de Dramatik zu erhöhen.  Wenn dem so ist, halte ich es nicht für eine neutrale Berichterstattung. Ich halte einen  Benzintank, bei einem Unfall, für wesentlich gefährlicher.",0.0,0,0,0
"Und dann bitte gleich weitermachen! Denn über die Schulhöfe bereits von Grundschulen klingt seit Jahren regelmäßig nicht nur ""scheiß Jude"", sondern auch ""scheiß Christ"".  Auf solche Ideen kommen Grundschüler nicht alleine, sondern bringen das von zu Hause mit!",1.0,0,0,0
"Da hat der Geißbock wohl einen ""Bock"" geschossen, oder ?",0.0,0,0,0
Keine Flüchtlinge mehr aufnehmen. Trocknet dem Sumpf der Schlepper und Helfer aus.,1.0,0,0,0
"Der Begriff ""Eilmeldung"" wird in letzter Zeit aber auch immer freizügiger von Euch benutzt, Liebe RP ...",0.0,0,0,0
"Südamerika als Schlachtbank Europas - wie Afrika.  Ja, nun freut Euch, liebe Christen, gemein!",1.0,0,0,0
"Virologen, Mediziner, Wirtschaftswissenschaftler, Journalisten und Politiker haben in den vergangenen vier Wochen die Fragen, die Herr Geisel zu Diskussion stellt, schon bis zum ""Erbre....."" diskutiert und keiner hat eine Lösung, die der Weisheit letzter Schluß ist. Über die Empfehlung einer großen Persönlichkeit sollte Herr Geisel mal nachdenken: ""Bewahre mich vor der Einbildung, bei jeder  Gelegenheit und zu jedem Thema etwas sagen zu müssen."" ",0.0,0,0,0
"Herr Tönnies spricht die Fluchtursache Nr.1 an: Das Bevölkerungswachstum in Afrika.  Passt zwar nicht in das Gerede von ""Klimaflüchtlingen"", ist aber so.  Leider wird diese Tatsache mit der Rassismuskeule bekämpft.",1.0,0,0,0
"Unglaublich, welche Ignoranz sich hier in vielen Kommentaren zeigt. Und das von Leuten, die freitags nicht den Unterricht geschwänzt haben, also eigentlich etwas und auch Denken gelernt haben sollten. Wer den Unterschied zwischen Messung, Simulation und Prognose nicht weiß, der sollte sich besser zu diesem Thema gar nicht äußern, sondern sich erst schlau machen. ",0.0,0,0,0
"Bei ""manchen Badegästen"" sollte Ross und Reiter genannt werden. Offensichtlich waren hier wieder Nordafrikaner aktiv, ähnlich wie 2015 auf der Domplatte. Am Sonntag wurden sie noch mit Worten aus dem afrikanischen Polizeijargon tituliert, wie aus dem Artikel am Montag zu entnehmen ist. Hat die deutsche Polizei hier wieder kapituliert?  ",1.0,0,0,0
"Das Sommerloch muss verdammt groß sein. Selbst Superstars wie Holebas vom Weltverein Watford müssen hier die Lücken füllen.  Das wissen wir alle selber, dass die PremierLeague im Geld schwimmt wie Dagobert Duck in seinem Tresor-Pool. Das scheint einigen nicht zu bekommen.",0.0,0,0,0
"► am kommenden Samstag ...  Kippa zu tragen.  Jo, und am Sonntag tragen wir dann Burka ...",1.0,0,0,0
"250 Km/h eine wirklich tolle Leistung. Wohin auch immer man auf der Welt schaut die Richtmarke heisst 300 Km/h. Läuft auch der TGV - ohne Probleme. ""Der Formel 1"" des TGV lief im Test sogar bereits 576 Km/h. Aber, es MUSS ja Siemens sein.",0.0,0,0,0
"Mehr Geld für den Zentralrat der Juden. 3% ! Für das Ganze Jahr. Da kann einem Übel werden. Das schlägt dem Fass den Boden aus.  Oder dem Rentner die Faust ins linke Auge. Das Rechte bleibt frei. Da darf man sich wirklich nicht wundern, wenn immer mehr Menschen nicht mehr richtig durchblicken können oder wollen und nur noch mit dem rechten Auge sehen. Ich kanns langsam wirklich nachvollziehen.....",1.0,0,0,0
himmel man kann datenschutz und das recht aufs eigene bild bla bla auch übertreiben.kinder mit schultüten sind doch wohl nichts schlimmes oder? wenn schindluder getrieben wird dann sind es die eigenen eltern die fotos ihrer kinder veröffentlichen und sie oft zum gespött der menschen machen.,0.0,0,0,0
Und da empfangen 60% aller Migranten Hartz 4 Leistungen....läuft!   Hart arbeiten will dann irgendwie keiner ...,1.0,0,0,0
"Unseren täglichen Trump gib uns heute! Also ich wünsche mir, dass Trump die nächste Wahl gewinnt, damit den Damen und Herren in den Redaktionsstuben  der Stoff nicht ausgeht. ",0.0,0,0,0
"Viele schwarze Katzen heißen Mohrle oder Mohrchen. Und ich denke nicht, daß jemand seiner Katze ein Schimpfwort als Namen gibt.",1.0,0,0,0
"Es steht zu befürchten, dass die Polen die Demutsbezeugungen deutscher Politiker zum Anlass nehmen, irrwitzige Reparationsforderungen zu stellen.",0.0,0,0,0
"Wer hier der Clown ist, zeigt sich doch bereits an der Verkleidung. Inhaltlich sind die Iraner ebenfalls eine Lachnummer.",1.0,0,0,0
Geldstrafe ???? Geht es noch??? Alles andere als ein Rausschmiss ist nicht akzeptabel.,0.0,0,0,0
"Nein eine neue Heimat hat sie nicht gefunden und angekommen ist sie erst recht nicht. Erst dann wenn sie ihr Kopftuch ablegt, hat sie eine Chance unsere freiheitliche Grundordnung zu verstehen. Denn noch steht sie unter der Knute des Islam und im Islam gibt es keine Freiheit, schon gar nicht für eine Frau. So wird sie also immer auserhalb der Gesellschaft in Deutschland stehen und immer nur ein Gast bleiben.",1.0,0,0,0
Wird das Unkraut wieder nur von oben gezupft?!,0.0,0,0,0
"Ich glaube weniger, dass die durchaus rassistischer under rechter als die Deutschen gesinnten Ausländer, die die Polizei im Auftrag der Clans und der Mafia unterwandern, die AfD wählen, sondern vielmehr die  verbliebenen Deutschen dort, die sehen, wie die Ausländer die korrupten und verbrecherischen Gepflogenheiten in ihrer Heimat nun auch in der deutschen Polizei entfalten.  Siehe den Bericht über die Zustände in der Berliner Polizei. Berlin ist überall in Deutschland. ",1.0,0,0,0
"Nu meckert ma nich über eure schöne Stadt..Würde sofort zu euch hinziehen-wenn ich könnte..Lebt mal ne zeitlang im Osten-so wie ich-da würdet ihr aus dem Meckern nicht mehr rauskommen..Selbst nach 30 Jahren Einheit läuft noch nicht alles so,wie es soll..",0.0,0,0,0
